video-id,comment-id,username,date,text,like-count
GR46_ohNh9U,UgyGZAivoN1eW7oAWYN4AaABAg,@solsol1624,2022-10-25,"Wow. Never heard such sobering news delivered in such a pleasant manner. Actually, very effective.",550
E6bVBH9y5O8,UgybCgDAfZVZbvQYykR4AaABAg,@richardpidwell2207,2023-01-01,"I&#39;ve not got an issue with is it us or isn&#39;t it. I have an issue with us being told we need to be more &quot;Carbon neutral&quot; BUT the politicians don&#39;t actually do anything about it, they just take more money and MOVE the carbon footprint to another country to then say that we are doing out bit.",510
puggApj9Z50,UgzmAo40a4m0xN1FaL14AaABAg,@santiagopm88,2022-09-19,"A crucial thing not discussed here: the issue is not just that vulnerable people are less able to move to low risk areas. Those who happen to live in low risk areas will have rich people move to them, gentrifying them and displacing the vulnerable. As much attention should be paid to how to preserve the rights of the poor to the safer areas where they now live",489
MBKZWKeKYqE,Ugzxb2ZpgFXSDWbUxx54AaABAg,@mitarravilic2025,2022-09-08,"My biggest concern is that the delay of reasonable measures will just lead to some stupid and extreme solutions when the catastrophe is visible even to the most ignorant. Like detonating a nuke in yellowstone, or pumping some weird chemical in the atmosphere, or dropping a bilion tons of reflective white balls onto ocean surface.",485
MBKZWKeKYqE,UgzN5zzXXVyITRfGdOh4AaABAg,@normzemke7824,2022-09-08,"Dear PBS Terra, you REALLY need to talk about &quot;overshoot&quot;.  Climate change isn&#39;t the only environmental disaster we are facing.  We (the humans) simply can&#39;t keep &quot;overshooting&quot; Mother Nature&#39;s ability to heal the planet.  Dumping toxins in the rivers, cutting down rain forests, sucking all the water out of the ground, overfishing, plastic in the ocean, spraying pesticides on everything, etc.  We have got to spot over-exploiting the planet.  To put it bluntly, capitalism needs to be scaled back.  Even if electric vehicles and solar panels keep us below 1.5c, it won&#39;t make any difference if the Earth is a burned out wreck.",481
f9JVFuD7uAg,UgzH930OfMEcuUMZ28l4AaABAg,@nerdygamer11,2022-09-09,This just in:  Waiting to implement techniques to combat climate change could hamper ability to combat climate change.  Big business and policymakers shocked.,465
MBKZWKeKYqE,Ugzk-rKcZ9AYMqi3swZ4AaABAg,@laurierounds7102,2023-02-11,"As an avid amateur gardener nearing 70, I have seen dramatic changes in the garden. Where I live went from a zone 5 to a zone 6. Some of my annuals, like snapdragons have gone from annuals to perennials. I can now grow plants &amp; shrubs that couldn’t take the winter temps in the past. <br>Nothing will change in the US until we do reach a tipping point (flooding in Houston for example). When someone’s income (fossil fuel industry) is on the line, they will continue to fund anti-climate research &amp; dissemination. Just like the tobacco industry did starting in the 60s. <br>I’m hoping our leaders recognize this eminent threat, but I fear it is already too late. <br>Don’t invest in coastal properties for now, especially in FL. Or lower Manhattan &amp; Long Island for that matter. Phoenix will become unlivable. Potable water problems in the west will continue to worsen.",463
GR46_ohNh9U,UgwkASoNA0-9y-D5L194AaABAg,@TwistedLi401,2023-09-03,"I have become very pessimistic. My dad worked on climate science for JPL back in the 60&#39;s, and he explained back then what was happening. And here we are today, 60 years later and still moving full speed ahead to self-destruct.",438
puggApj9Z50,UgzpccvSnakHIIpvTG54AaABAg,@bknesheim,2022-09-19,"Live in one of those Nordic countries on the list at 100+ meter elevation so I am not planning any moving, but personally I think that international social unrest will be a much stronger force in changing where we can and will live long before change in climate make it necessary.",435
MBKZWKeKYqE,UgyasoEYQaaSJECsXp94AaABAg,@lindajonesartist,2022-09-09,"What you didn&#39;t mention is that rising sea levels changes the weight on the tectonic plates under the oceans, and Greenland and Antarctica would weigh less, which could lead to more powerful earthquakes along the tectonic plates around the rim of the oceans, including the  ring of fire, and with it, more volcanic activity, which could add even more greenhouse gases to the atmosphere. Or, it could result in super volcanoes erupting, leading to an ice age like a nuclear winter around the entire planet. Or it could change the convection layers in the mantle, destabilizing our planets geomagnetic field. Destabilizing tectonic plates could be the most catastrophic of the climate change issues.",430
MBKZWKeKYqE,Ugz-J9x7MTGYaP2WYF94AaABAg,@RICKONORATO,2023-04-17,"I was scuba diving in the Maldives and they actually gave us colored filters to put over our goggles to make all the dead, white coral look livelier and more colorful. I could not believe it.",427
1MZFrJPPIQ8,Ugx_0-cul2xE79XmDG14AaABAg,@yedilfana8206,2022-08-11,DW Documentary never disappoints.   Quality content as usual,418
puggApj9Z50,UgwfWyl5gPNYrY6IY9V4AaABAg,@nathanielacton3768,2022-09-20,"Joe, the drought and floods are often related. Here in Australia we are used to the two extremes being correlated. For us, the reason the floods are so bad is because the soil is hardened by the sun baking. Over months of very low rain the soil itself becomes impervious to water absorption, almost like the soil has been waxed. The hardened water resistant soil then causes water to move down hill rather than become absorbed by what you would think of as the thirst earth. <br>Due to this (and other reasons) Australia barely has any top soil.",414
1MZFrJPPIQ8,UgxPUSZF4UABsSa_oCd4AaABAg,@TomNook.,2022-08-10,Water has always been &quot;gold&quot;<br><br> No-one can live without it,404
1MZFrJPPIQ8,UgwL-ZgkbL7YXyBkRPF4AaABAg,@お白湯-j5k,2022-08-11,"Even here in Japan, we sometimes suffer from water shortage. We, at the individual level, may already be too late. The top leaders of each country need to talk more seriously about water issues. And we must do it soon.",380
GR46_ohNh9U,UgwhLm1yqXUhoIJ-ENh4AaABAg,@stikeMedia,2022-10-25,"So great to see Dr Kalmus getting traction on Wired. Direct Action is essential, join a climate protest! Make noise!",374
GR46_ohNh9U,Ugy1mpIfqgq41bPIK7J4AaABAg,@Polymathically,2022-12-09,"During the pandemic lockdown, I went back to college remotely and earned my 2nd and 3rd degrees, this time in Environmental Science and Geography. While everyone was focused on diseases and politics, I wanted to focus on what&#39;s coming next. One of the aspects that haunted me was the decline of fish populations. 3 billion people rely on the ocean for a dwindling supply of food and commerce <i>right now.</i> Just imagine what a nightmare it&#39;ll be in a few decades. So enjoy that seafood while you can now, because your grandkids probably won&#39;t.",359
GR46_ohNh9U,UgyYUsehQw_dGquTYp94AaABAg,@ffxim,2022-10-25,"The climate has constantly changed throughout the history of the earth and yet, here we are... But this time the rate of change gives me chills. I studied environmental science. I watched many system simulations. Most complex systems seem resilient with slow changes over thousands of years or short glitches, but they tend to collapse in unpredictable ways given fast parameters changes.. A bit like braking or accelerating too quickly on a bicycle, even if there is no problem riding at slow or high speed, on the long run.",354
XDPbsML--T4,UgySDHMLAC8URDQ0Fi94AaABAg,@VaradMahashabde,2022-10-20,"You would always expect natural events to exceed human efforts by 100x, 1000x, million x, but nah this time it&#39;s just 6.",350
GR46_ohNh9U,UgyVbVC1UPrmS_AmcDh4AaABAg,@DracowolfieDen,2022-10-28,"It is very empowering to see someone brought on who actually got arrested for this emergency, and to see validation of that being very necessary",347
MBKZWKeKYqE,Ugyxjt3OjgmGE16cltt4AaABAg,@dianemitchell1717,2023-02-03,One of my saddest underwater experiences was to view the extensive destruction of the coral reefs in the Great Barrier Reef in Australia over ten years ago or more. It was devoid of the once brilliant colors and fish. <br>I was shocked to see the damage of global warming.,339
1MZFrJPPIQ8,UgyC0CUjnLSTKZa-Vjp4AaABAg,@acozylife8090,2022-09-07,"This is literally why I’m going back to school and I’m going for water waste management thanks to these documentaries. I’ve been watching water docs for about a month now and I’m 24, I’m happy to say I finally know what I want to go to school for and this helped me figure that out.",328
GR46_ohNh9U,Ugz0uXTu4e4frpjKneJ4AaABAg,@FORDboy357,2022-10-25,There&#39;s gonna be a LOT of really dumb comments on this one,312
puggApj9Z50,UgzU_kk3oegwhTVAhO94AaABAg,@zenith3783,2022-09-20,"There needs to be a lot more content like this. Less &quot;It&#39;s too late and we&#39;re effed&quot; and more &quot;Here&#39;s what you can do to prepare yourself. And here&#39;s the nitty gritty about what&#39;s going to happen in your specific area.&quot; I especially am curious about what people in possible climate havens, like myself, can be doing right now to prepare for future climate refugees. If more creators could do this, I think that would be fantastic. And I would love to see more videos like this in the future. Thank you!",311
MBKZWKeKYqE,UgxkUZ_l79RNAVjZZPt4AaABAg,@RebeccaTreeseed,2023-02-10,"I have already made massive changes, I relocated away from the coast,  downsized and created a 5 acre native edible food forest for my family and wildlife. I now have apex predators visiting from a wildlife corridor behind my land. I built 2 ft high hugelkultur beds around my house to berm and moderate indoor temps and grow food without irrigation. I compost and do not use pesticides or fertilizers.  I switched electric appliances for manual. Every year my heating bill has dropped, in part due to better passive solar use.<br>My old truck gets 33 mpg and I doubt I will change it. I am looking at an ebike, but only drive once a week into town.<br>If a collapse shut off my electricity (community solar), I have a partially underground shed that maintains better temperatures. <br>Takes a lot more than me, though.",299
GR46_ohNh9U,UgwGDgIF-KiedLNMIKJ4AaABAg,@moniker2804,2023-08-13,Always amazing to me that some people really think &quot;big climate research&quot; has more influence than companies that have been ultra wealthy for over a century.,297
E6bVBH9y5O8,UgxuJvuBgBqgeoSalep4AaABAg,@SKiZ0TT,2022-12-18,"I was taught in school that the Earth has gone through multiple ice age cycles. The last one having just ended, though not sure what caused the previous ice-age events.",293
GR46_ohNh9U,UgwTQc8L5CtoF0EYB994AaABAg,@andreaperez7812,2022-11-02,This what the internet should be used for. Thank you Wired for always bringing such awesome specialists♥,287
GR46_ohNh9U,UgxvajY6YWMWwc0vB2t4AaABAg,@nata3467,2023-08-24,I will never forgive the conservatives for making global climate change a political Hot potato instead of actually dealing with it.,287
1MZFrJPPIQ8,UgwxXD6Y4kWeu-q-5Vt4AaABAg,@WonderMagician,2022-08-11,"Thank you for presenting this critically important report.  All living things depend on clean water, clean air, and fertile soil.  Whenever I drive through a suburban area, with sprawling lawns in any part of our country, I feel stupefied: high maintenance, high water consumption, zero life-sustaining yield.",274
GR46_ohNh9U,UgwbMGWobj2Ev2JrDQJ4AaABAg,@jacquelynecarrillo2990,2022-12-14,I&#39;m just commenting for the algorithm. This needs to be seen by a wider audience.,272
1MZFrJPPIQ8,Ugyy-5FJ0jh5z9B2I9N4AaABAg,@robtikana6404,2022-08-24,"I live on the driest continent on earth. Something that really blows me away is the lack of consideration for the environment in Australia. The government allows cattle grazers to clear fell (govt. leased) land with bulldozers. I went to go fishing one year and the water hole (about 5km (3 mile) long and 300m across) was totally full of rocks, sand and gravel washed down from upstream. No attention is given to the preservation nor to the existence of micro-climates nor to erosion. All large fish, saw-sharks, rays etc have vanished while netting for fish is still permitted at the river mouths. There is no wisdom here. Excellent doco!",259
GR46_ohNh9U,UgxEpcnoifyTLryk2PB4AaABAg,@cthomas025,2022-10-25,"Thinking about how the planet will regulate itself again at some point even if there is an extinction event, our civilization could be one of those &quot;ancient advanced civilizations&quot; that is uncovered by future species that is such a frequent trope in sci-fi.",254
1MZFrJPPIQ8,UgwYuJXCjHQq6mq7b-F4AaABAg,@adityaguru6654,2022-08-11,"I am from the valleys and forests of central India and we currently have more than sufficient amount of water here. But things indeed are changing, I personally have seen that many of our small rivulets and streams have started drying up completely during summers, and excessive rains during monsoon leading to flood like conditions.",252
puggApj9Z50,UgwjFG8OMuPJgxDnprF4AaABAg,@jthompson6189,2022-12-30,We&#39;re pretty screwed. People are still debating if this is a real problem. I lost all faith in humanity when people dying from COVID were denying its existence.,251
E6bVBH9y5O8,UgwScMK6ksYfAp0Qw3V4AaABAg,@roysutherland9729,2022-10-30,The first rule of science: IT&#39;S NEVER THAT SIMPLE.,249
GR46_ohNh9U,UgydDHqasZM2lMDcmep4AaABAg,@Winslinator,2022-12-18,"As a coastal engineer in Florida, the question everyone always asks me is &quot;how long until Florida&#39;s underwater&quot; and I really like the way he answered. It&#39;s basically impossible to know for sure, and all we have are probabilistic projections by NOAA and the IPCC to go off of.",245
qySBQjSXbfw,UgwYfLzNKzFeLkqyN2B4AaABAg,@dwaynezilla,2022-10-01,"And yet people still talk about climate change like it&#39;s a hypothetical, or at some future date some switch is gonna flip and it&#39;ll start. No, it eases in like the stuff we&#39;re seeing in this video. And examples like this will just keep increasing the longer we do nothing or do not even close to enough.",243
MBKZWKeKYqE,Ugx6cxnBUm9yz6nkk1F4AaABAg,@vernonbrechin4207,2022-10-07,"Thank you for sharing these perspectives that are rarely mentioned. I loved the analogy of the tipping over chair. Many people reject the concepts of tipping points because they prefer to believe that humans are so clever, inventive and resourceful that we can overcome any problem that we have created. Such perspectives often come from those who have little understanding of human dependence upon a healthy surrounding biosphere.<br><br>In my view we&#39;ve already crossed many tipping points and most of them interact with the others to accelerate our plunge into darkness. I urge readers to search for the following warning articles that most people seem to have displaced from their consciousness.<br><br>IPCC report: ‘now or never’ if world is to stave off climate disaster (TheGuardian)<br>UN chief: World has less than 2 years to avoid &#39;runaway climate change&#39; (TheHill)<br>   * This statement was made 4-years ago.",226
MBKZWKeKYqE,UgxE9HWGakGgGj38EHZ4AaABAg,@timelsen2236,2023-04-24,"&quot;WE STILL HAVE TIME&quot; , is the phrase of procrastination and feeds into denial. Discovered 140 years ago, to have the alarm bell rung repeatedly over the years as nothing changed enough, always ending  with , &quot;WE STILL HAVE TIME,&quot; clearly didn&#39;t work. No one in a movie theater fire would ever say such a thing.",220
GR46_ohNh9U,UgzKaT_sh7L1ISSH6kN4AaABAg,@connor4582,2022-10-25,"So glad to see people finally talking about the impact of animal agriculture! While this industry does emit less emissions overall than the fossil fuel industry, it is so incredibly important to note that these emissions can be 27x more harmful than CO2 for methane and 273x more harmful for nitrous oxide which make up 73% of the industries total emissions.",212
1MZFrJPPIQ8,Ugwv_Oh9GIk9sGkARPR4AaABAg,@irenewilm8900,2022-09-05,"Being Australian and having lived through droughts all my life, I have the greatest respect for water. I spent 4 years in Western Europe and could not believe the wastage of this precious resource!! Is this perhaps a lesson? City dwellers particularly use water without thinking. Using all the underground water without replenishing it will ultimately have huge repercussions on the globe.",212
MBKZWKeKYqE,UgxISq-IHCjMIOg2DYp4AaABAg,@Namari12,2022-09-06,"10 meters of sea level rise?! I feel like that really got glossed over here, that was not given the weight it deserved to people who aren&#39;t familiar with metric. That&#39;s saying we&#39;re currently locked in to 32 feet of rise!!",210
MBKZWKeKYqE,UgwmlsE0WmHhV2_6I3J4AaABAg,@craigsavarese4554,2022-09-21,"Surprised you did not mention the risk that as oceans warm,  the vast amounts of frozen methane hydrate would melt and be released. This would also greatly increase the global green house gas effects.",207
1MZFrJPPIQ8,Ugy32IRFlYhE0I0RygR4AaABAg,@nat3816,2022-08-19,"Here in Singapore, we are already self sufficient in water supply via 3 methods of desalination, water conservation by recycling our used water to turn them drinkable again and the accumulation of rainwater in our reservoirs. Back in those days where climate change was unheard of, we have already started the water sufficiency journey because our country was reliant on Malaysia for water supply and they constantly had the idea that if we did anything they are displeased, they can always turn our tap off. It made the Singapore PM then very concern as we were sorely reliant on Malaysia for our water supply and any water stoppage are national knee bending events. Our PM sought to fix our water sufficiency issues to remove the reliance on Malaysia. We remembered the Malaysians taunting us so hard when our leaders introduced the water recycling or NEWater plan as Singaporeans being so desperate they need to drink recycled pee or sewage water. That’s the kind of reaction they gave to us for our approach. Today, we are definitely thanking the Malaysians for their constant threat to turn the tap off because we are now more ready than many countries in managing water issues cause by climate change with a sustainable approach.",195
1MZFrJPPIQ8,UgwuOm8B6TdRVpSm-ap4AaABAg,@uberdriver8743,2022-08-12,"This is eye opening. Germany is one of the last places in the world I would expect there to be a water shortage. If it can happen there, it can happen anywhere",194
MBKZWKeKYqE,UgwgycvyoFdO_tJo1eF4AaABAg,@debbiehenri345,2023-07-15,"And here we are, 10 months later, and some climate experts are starting to admit that the climate is changing faster than they had expected. <br>This is because we humans talk and talk, but precious few will do much to really change their lifestyle.",187
GR46_ohNh9U,UgyzVQSBOGfXrvdqyVR4AaABAg,@billyalarie929,2022-10-25,I LOVE how this man specifically recommends (almost directs) folks to use nonviolent civil disobedience.,186
MBKZWKeKYqE,UgzXumMLgZppSND28aF4AaABAg,@kevinhaggerty3643,2022-09-06,"I love this show. In this case, I’m afraid it’s missing an opportunity by being too polyanish in its assessment of the earth’s climate system. 1.5 is well in our rear view and our able to grasp the rate of the change that is upon us endangerous us even more.",186
f9JVFuD7uAg,UgzURPTiKGmsQBbrBNR4AaABAg,@DrifterOSullivan,2022-09-09,"The operative word is PROCRASTINATION....The ongoing strategy implemented so far is &quot;we&#39;ll do it in a little while.&quot; It&#39;s impossible to fight climate change when policy remains the same, even if some nice words are thrown around.",180
MBKZWKeKYqE,UgyRRQaXOUNoPOskh8d4AaABAg,@glampirexo,2022-09-07,"Imagine building a machine in your home. There&#39;s a side effect of the mechanics that causes a fire, but otherwise works fine. So you just keep working it while it burns more and more of your home, yet you still have that machine going. We&#39;re insane as a people.",177
puggApj9Z50,Ugw8veSACQX2gL6i5fl4AaABAg,@spaghettitoothjohn,2022-09-19,"I have lived in Houston my entire life.  Now at 51 yrs after the summer of 2022, my husband and I are absolutely moving not only for the future for our kids, but just to be healthier.  Not being able to go outside for 3 months is generous, it’s more like 5 - 6 months.  Plus we had to spend $15,000 on a home generator because we cannot count on our state to provide power to live.  <br>We are strongly looking at Colorado but after your video will take a look at the cities around The Great Lakes.  <br>I enjoy your content so much and it furthers my information about the world around me.",168
MBKZWKeKYqE,UgwGGwpZJi37hN_wZax4AaABAg,@christill,2022-09-06,"I was born in 1987 and looking back at what was happening around that time, it seemed as if humanity was going to get everything under control. Sensible people would act back then, but they stopped, and humanity got stupider and stupider, and stupider from there. The fact that we haven’t done anything really, even until now despite how much worse everything has got; and the fact that we are still making basically no progress politically, or in terms of reducing consumption shows that so clearly. Realistically, I can’t say I have much faith in humans. But I am an idealist, and I’d love to see us all wake up tomorrow, basically remove the capitalists from mainstream society and any political power somehow (because they’ll never change) and save ourselves. I hope so, but every day we keep going on like this, the hope goes down another notch. That’s the unfortunate truth, that every day matters and we’re doing nothing at all relatively speaking.",167
puggApj9Z50,UgxIq1Ko7fIG6Ct0IZV4AaABAg,@thecellulontriptometer4166,2022-09-19,"While I was in the Army, I was stationed in Djibouti Africa for a year. It is the only place I ever deployed where they told us not to try to acclimate. High temperatures regularly hit 45 degrees Celsius(113 degrees Fahrenheit) in the summer months. Also since it was right off the Gulf of Tadjoura the humidity was between 30 and 50 percent. I remember a day when it hit 50 degrees Celsius, and a bird that had been in a cluster around an air conditioner tried to fly away and fell out of the sky. If more places in the world turn into this, life will get really hard for anyone or anything that can&#39;t physically cope with heat.",160
f9JVFuD7uAg,UgzWI47LKvaVa3IWR-F4AaABAg,@cancan-wq9un,2022-09-09,"I remember a scientist was telling we were too late to change the outcome, like 10 years ago. According to him, the effects to climate has delayed outcomes, so whatever you do now, you will see the effects decades later.",160
f9JVFuD7uAg,UgyuFPl38rqaVSCUv054AaABAg,@FrozEnbyWolf150,2022-09-10,&quot;The best time to plant a tree was twenty years ago. The second best time is now.&quot;,159
puggApj9Z50,UgxGy5SrYG_BOcV6bOx4AaABAg,@benjamindesjarlais5713,2022-09-19,"Reporting back from Ireland re: the international section, there&#39;s a massive housing crisis everywhere in the country, and if that&#39;s not resolved by massive govt action to build and reclaim housing for the public stock, anyone who comes from worse-off places climate-wise is going to have an awfully hard time finding a bed",148
MBKZWKeKYqE,UgwYhC_64YdhlPeB5V14AaABAg,@bryguysays2948,2023-08-10,"I remember being a child in the 1980&#39;s Across the street from our house in town was a large empty lot/yard filled with grass, dandelions, flowers, etc. In mid-afternoon one day I walked over to check it out. There were so many bees, butterflies, dragonflys and other insects flying around. I felt like I was a kid on Heaven exploring the world outside. Yet since the mid-90&#39;s to today, all these critters disappeared or are so rare to see.",147
MBKZWKeKYqE,UgwXDnloIaCCCW3ow5B4AaABAg,@darrylcook2845,2022-11-01,I have always wondered about the black asphalt on all the roads and parking lots would it help if they could be white or silver to cool the temperature in the atmosphere.<br>Maybe some scientist should study the effects of this.could be very worthwhile.<br>I changed the color of my garage roof from brown to white.around 20 degrees cooler instantly.<br>Just my 2cents worth.,145
GR46_ohNh9U,UgzrnBsW8rJJUHgkj_F4AaABAg,@EGeorgev,2022-12-14,"Heating up the planet also leads ironically to harsher winters, too.",142
MBKZWKeKYqE,UgyEpMWlPWZ0cXgvbN94AaABAg,@kilovwdude6457,2022-09-09,Can&#39;t wait to tell my grandchildren about the before times when the coast citys that are underwater were fun tourist spots instead of habitat for fish full of plastic,142
1MZFrJPPIQ8,UgyE46VJtmfXj9vWuxp4AaABAg,@dannyhughes4889,2022-08-12,"Here in Israel we recycle about 80% of the water we use, but there is still a lot more that can be done to save <a href=""http://water.ie/"">water.ie</a>. shorter showers, eliminating spas, private pools and baths, reducing grassed areas and waste in Industry and Agriculture especially looking at changing over to crops needing a lot less water. <br>Israel has come up with very inventive ways of accessing new sources including extracting drinking water from air.<br>A huge amount of drinking water now comes from a system of Desalination Plants along the coast which while &#39;guaranteeing&#39; a constant source of drinking water for a growing population, demand huge amounts of electricity.",141
qySBQjSXbfw,Ugypc3gCQ3LVOTOpNSh4AaABAg,@seanacameron8940,2022-10-02,"To watch that farmer make such wise and deliberate choices to adapt his field to the present climate is wonderful. It would be grand if his ideas could be shared throughout all farming communities. Then others could use what would be applicable in their scenario. Hopefully, this will be done. As for tree planting, there can never be enough of that. May many volunteer to help.  Thank you.",141
