video-id,comment-id,username,date,text,like-count
nmgtQ_sYHpA,UghIfpimc-D3rXgCoAEC,@alexstuart4495,2016-12-22,First sign that Tord should not be trusted.,107
nmgtQ_sYHpA,UgxuqyOZLvvaO5dgtpF4AaABAg,@BucketofPikmin,2021-09-13,"Rest In Peace Edd, you brought people so many fun and hilarious memories 💚💙💜❤️",104
nmgtQ_sYHpA,UgzcuqKMwha1joemWlx4AaABAg,@yourworstnightmare6743,2017-12-12,i remmber when eddsworld used to have like 86 subs ahh memories,89
nmgtQ_sYHpA,Ugz0YTaqHsfYuucWQ4J4AaABAg,@cookidraws6407,2018-11-20,This is G R E A T,89
nmgtQ_sYHpA,UghcSuf_rmrKB3gCoAEC,@animeonepiecelife1663,2017-01-16,I wish I knew about Eddsworld earlier.,88
nmgtQ_sYHpA,Ugg7W4x5bGMwj3gCoAEC,@canonicallyuncanonical,2016-11-08,R.I.P.Edd Gould,85
nmgtQ_sYHpA,UgwPJIOwyU4tE1z93D14AaABAg,@clownlasagna4164,2018-03-06,Eddsworld has been around longer than I have been alive,77
nmgtQ_sYHpA,UgzBD-AuGIY0PMV_XQx4AaABAg,@corbasm2,2020-05-17,"<a href=""https://www.youtube.com/watch?v=nmgtQ_sYHpA&amp;t=12"">0:12</a> this is how 25 feet under the seat was created.",76
nmgtQ_sYHpA,UgiSGP5XI5ONZ3gCoAEC,@oofdeadaccount-4678,2017-04-27,this makes me more happy then spongebob song fun,67
nmgtQ_sYHpA,UgxfwxMavgf_QbqK74V4AaABAg,@randomnotgayguy2398,2019-04-27,You forgot your fun lesson. You know what happens now!Stranger entered house with sharp weapon!</b>,67
nmgtQ_sYHpA,Ugx89uyQwfSrLwIOVKR4AaABAg,@angeljokingjekyll6561,2018-04-04,And Edd predicted the future yet again,61
nmgtQ_sYHpA,UgxkeT4FMMhFOJwCirR4AaABAg,@deadchannel8942,2017-10-07,Did you notice Tord grew a nose?,61
nmgtQ_sYHpA,Uggi008K5LTlGXgCoAEC,@AtlasInTheWest,2016-11-27,I think this just about sums up Tord&#39;s personality.,59
nmgtQ_sYHpA,UgyzakRcbzW1snZGvAB4AaABAg,@eddsworld,2006-07-04,yeah i didnt have the lyrics with me dude XD,53
nmgtQ_sYHpA,UgwsuGihn1bxPB7-x2V4AaABAg,@dyingrose8648,2020-07-10,Edd is so adorable and innocent!,47
nmgtQ_sYHpA,UgzbixJGkg8H0gnMhoh4AaABAg,@1vy-ster,2021-08-19,I was like: &quot;wait no this is older than Spongebob....&quot;And then reality hit me,45
nmgtQ_sYHpA,Ugx0id6-Dlw_tFZpuSd4AaABAg,@EMILY-nu4ej,2023-09-22,It&#39;s already been 17 years and I still watch it and its been 11 years since edd had gone I really miss him so much he was a nice person and an amazing animator who brought us so many fun and amazing videos rest in peace edd💔,41
nmgtQ_sYHpA,UgjMamXJ1Liu9ngCoAEC,@soulsocynical543,2017-01-25,Just a normal day in edds house,40
nmgtQ_sYHpA,UgzKFfjbb4CY743TcCp4AaABAg,@sockii2397,2021-06-10,Edd’s 🥺 face got me melting ✨✨,38
nmgtQ_sYHpA,UgxII5l0UD24GiC0ZAZ4AaABAg,@strawberry_demon,2020-08-21,Edd: yay look at those flowers!Tord: burns the flowers</b>Also tord: what flowers?,28
nmgtQ_sYHpA,UgzXbbrgKPhsHLkkZkd4AaABAg,@tusopac4,2024-10-20,"<a href=""https://www.youtube.com/watch?v=nmgtQ_sYHpA&amp;t=13"">0:13</a> - Paul is, was, will be everywhere",21
nmgtQ_sYHpA,Ugy5ctHHBxYnSdWKcwZ4AaABAg,@nintenghost84,2022-12-16,"The craziest thing is that the original Spongebob episode wasn&#39;t even seven years old when this was uploaded. Now it&#39;s almost 25 years old.
In 2023 time, that would be if like someone did a parody of a song from Moana today.Please stop the gears of time from turning!",21
nmgtQ_sYHpA,UgwFFdVkuX2Cau-S2_p4AaABAg,@desertduos,2022-02-04,tbh it really hurts to see his animations again. I love them so much and it feels so nostalgic watching these.,20
nmgtQ_sYHpA,UgzsfcdnGe3MeBIZPIx4AaABAg,@shamimasalehin3475,2024-09-07,This video is legally an an adult.,19
nmgtQ_sYHpA,Ugxy8LIKd3gbOvZXp2h4AaABAg,@rxndxmstuff_______e7663,2021-08-29,I miss edd :( he was an amazing person and a great animator.. hope he is still drinking cola in heaven :),17
nmgtQ_sYHpA,UgxN-Xfb09UVvt20-yJ4AaABAg,@piberaroo,2022-07-28,"The fact that the video, and the song are now 16 years old makes it epic",13
nmgtQ_sYHpA,UgxU7W6E_TC7ZDt7WS54AaABAg,@Hi-gn8zv,2021-09-06,EDD’S PERSONALITY IS SO CUTE,11
nmgtQ_sYHpA,UgxoOsnG9llPYd_c9uh4AaABAg,@tom9169,2020-02-22,It’s been like a billion years and this is still friggin adorable,11
nmgtQ_sYHpA,Ugw4ojZz3VVkkRwCE_B4AaABAg,@optamellow,2022-07-25,I love how Paul was still relevant to Eddsworld even all the way back in 2006,9
nmgtQ_sYHpA,Ugwl8wR4d8rC75hwQM94AaABAg,@cheowteetan3762,2024-01-16,I miss old SpongeBob and eddsworld when back in the day where Stephen Hillenburg and Edward Gould is around,9
nmgtQ_sYHpA,UgwYKwHUowcSaMAJMot4AaABAg,@seronymus,2021-07-02,This is incredibly bittersweet to watch ;_; the mourning for Edd and just the old internet in general... Lord have mercy.,8
nmgtQ_sYHpA,UgwfQ9zsKc0lkbbEUKh4AaABAg,@aestheticgacha8425,2021-09-04,who ever disliked doesnt know how much people miss edd gould.,8
FD2x6-CF2h4,UgjV-9q6FX4-aHgCoAEC,@lazerbeam608,2014-02-28,"The imagery that michael moore uses to trigger feelings is so easy to spot.  Him walking up to, and through the gates makes you feel as if he is just an average Joe simple and easy going, just going through the big massive gates of a conservative gun owner that wields unchecked power with the amount firearms he owns. Michael moore manipulates his poor audience with little effort. Child&#39;s play. Anyone who shares his viewpoints is only duped by his manipulation. Does it look like he walks around places?  Yeah didnt think so. Next time you watch one of his pieces remember he is only doing it to manipulate, not to inform. He is not objective in his &quot;documentaries&quot; ",8
nmgtQ_sYHpA,UgwQU83q9cY3itivmel4AaABAg,@memegod2628,2021-07-05,I miss Edd he was a very great animator,7
nmgtQ_sYHpA,UgxL6CBt0K01KaaWQyd4AaABAg,@JoyOfCreativeService,2024-03-20,I am honored to share a birthday with this classic,6
nmgtQ_sYHpA,Ugwou5ItuUIeDi0VjqN4AaABAg,@AnonymousCringeYT,2023-09-05,"This is 17 Years Old Now, Congrats On Making It So Far!",6
FD2x6-CF2h4,UgiUqVUQ-WxJ3ngCoAEC,@915buck,2015-04-16,"Moore is a bit of an sanctimonious dickhead conducting the interview, but let me say Mr, Heston conducted himself very graciously and this was expected coming from a great man......WELL DONE!!!!",5
nmgtQ_sYHpA,UgzZtg_sSSl29BhoBMh4AaABAg,@anthonymarshall6868,2024-10-15,Years later...Tord: I don&#39;t need friends.,4
nmgtQ_sYHpA,Ugyt5E3sWCaU3a5bnOl4AaABAg,@sapphiercs2475,2022-01-22,We could all agree that edds  animations have grown so much,4
nmgtQ_sYHpA,Ugx-vFC8-g0xhvdGrZp4AaABAg,@maria8888_6,2022-12-01,LMAO TORD LOOKS SO FUNNY WITH A CAT MOUTH,4
nmgtQ_sYHpA,UgwqGjyYxr_tH4HK5Ox4AaABAg,@LiamTheSillyAlienGuy,2023-12-23,"<a href=""https://www.youtube.com/watch?v=nmgtQ_sYHpA&amp;t=10"">0:10</a> Edd’s face is just too cute 😭",3
nmgtQ_sYHpA,UgxEdbDAsXbLXAgsmeN4AaABAg,@idiotgemr1198,2022-03-11,No one will stop me from watching every single Eddsworld episode in order its my one goal right now,3
FD2x6-CF2h4,UgjqsYzfI-eZrXgCoAEC,@7come11two,2015-05-06,I saw this when it first came out.  That was when I learned what a creep Michael Moore is.,3
e1gWr7vjJF0,Ugz4SM14IPExDgEGUPF4AaABAg,@Bilaltq,2008-03-01,Dude this guy isn&#39;t a dumbass- he&#39;s genius! I&#39;d love to have him as a friggen teacher.,3
e1gWr7vjJF0,UgzrWXYbzrbnfiKxNgV4AaABAg,@cjFrese1,2011-11-11,"You ought to change the name of this to Silly or Crazy teacher...Dumbass could get you in a bit of trouble, and it&#39;s disrespectful to someone who has had twice as much of an education than you. (even though this is super old...)",3
FD2x6-CF2h4,UgydI5TlRzVTO5nevzJ4AaABAg,@martinishot,2019-11-03,"This was just the beginning of what the liberal film industry did to Heston. Heston left at least as big a legacy as Paul Newman, but got no tribute like Newman at the 2009 Oscars. When Heston got the typical 5 seconds during the In Memorium segment, I could hear boos from a number of audience members.",2
FD2x6-CF2h4,UgwG5m_zt4yOCrbOBBt4AaABAg,@zerolegel,2008-04-06,Michael Moore is a true hero!,2
FD2x6-CF2h4,Ugyds23NHPeXpD5889J4AaABAg,@jarodmc4003,2006-04-04,"Michael Moore provides a stunning illustration of his duplicity in this clip.  Heston invites him into his home for what he believes will be a friendly interview and Moore attacks him for a Flint, MI appearance that is micharacterized throughout the film.  Attacking a man with Alzheimer&#39;s, very classy.  Moore is a good filmmaker, but his ethics can be called into question.",2
FD2x6-CF2h4,UgiNHzrjoMAPwXgCoAEC,@hwoods01,2015-09-18,"1) Lie to the old guy to get onto his property, 2) Lie about his intentions with the camera, 3) Assault this old mans beliefs in his home,  4) Respond to the old mans nice interactions and warming charm by interrupting him &amp; being combative.     THIS WILL PROVE THAT PEOPLE WHO OWN WEAPONS ARE MEAN HORRIBLE PEOPLE AND ARE MENTALLY UNSTABLE!",2
FD2x6-CF2h4,UggqqsEBtyseNXgCoAEC,@virginiaadams6240,2016-08-22,Charlton Heston marched with Martin Luther King in defense of civil rights....did you know that Mr. Moore?,2
FD2x6-CF2h4,UgghMfb5hNYIl3gCoAEC,@zaqqt347,2015-11-07,"You know what I find interesting, Michael? That you blatantly display your total lack of logic and think you &#39;won&#39; the argument.&quot;Have you ever been a victim of crime? No?  So why do you have a gun?  Have you ever been assaulted?&quot; As if one must be a victim of crime in order to be allowed to fully defend one&#39;s self against assault or crime in general?  The idea (that the PR of New Jersey sticks to for example) that one must be a victim before being able to own a gun for preventing victimization is ludicrous.  What, are victims of crime more likely to be victimized again and thus have more of a &#39;right&#39; to defend themselves the second time than they did the first?  How about this Michael:  do you eat food?  Yes?  Why?  Have you ever starved? No, then why do you eat? Do you drink water?  Why?  Have you ever been hospitalized for dehydration?  Why drink if not? The absurdity is beyond imagination.",2
FD2x6-CF2h4,UgiQdCq6BqO0EHgCoAEC,@niylaakashia4621,2015-05-20,Ok Michal moore the reason we have so many deaths is because of gang violence up here in clevland it is I think roughly 1 to 3 injured or killed a month ok Candia dosnt have gangs here germany dosnt have gangs like the usa ,2
e1gWr7vjJF0,UgwP2mCtAd5055A-UKR4AaABAg,@TotalSinging,2009-04-25,say what you will but I guarantee these kids remembered the lesson. Teachers like this are a gem.,2
ZUD4MG7kw44,UgyQ9h96E941TudpBtd4AaABAg,@AwesomeBeatles,2009-11-28,"Dennis Kucinich is a very courageous man, who happens to be a true patriot of this country. Support this man. He speaks the truth.",1
ZUD4MG7kw44,UgyzlhRQ_LQXfC55lCF4AaABAg,@TheDougass,2011-06-11,It&#39;s sad when there&#39;s only 2 members of congress that actually have a conscience,1
ZUD4MG7kw44,Ugzq9I_tlbCdfc1sCON4AaABAg,@lovuian,2007-03-03,Love Dennis He is the MAN!!!,1
ZUD4MG7kw44,UgxIkF_58Lpy5j2k5gd4AaABAg,@cicorp,2007-09-02,"Go Dennis!   Very powerful video. Yes, there is a pattern of lack of response in the Bush administration.",1
ZUD4MG7kw44,UgxRt_Mdf0kvdI1Z4fx4AaABAg,@itsMarufChy,2021-01-18,who knows,1
FD2x6-CF2h4,UgwIyHa3EzTNbsWmsbR4AaABAg,@dj0114,2008-04-07,I never said he now opposed civil rights.  I said Mr. Heston &#39;may have marched with Dr. King at one time but he certainly had changed his feelings toward the &#39;mixed ethnicity&#39; of the US.&#39;  Why else would he say what he said?  Do you have a more valid reason?,1
FD2x6-CF2h4,Ugy8DgPRdezjXXZYeKZ4AaABAg,@dabigdikdangler,2008-04-06,"How do you know Moore was aware of Heston&#39;s health? Regardless, he seems lucid enough to me to answer those questions?",1
FD2x6-CF2h4,UgzA1NqATkWqj3GZb0p4AaABAg,@dj0114,2008-04-07,Mr. Heston showed his true &#39;colors&#39; in this interview.  He may have marched with Dr. King at one time but he certainly had changed his feelings toward the &#39;mixed ethnicity&#39; of the US.  I loved his movies but not his politics.,1
FD2x6-CF2h4,UggjeysV6BUHZHgCoAEC,@virginiaadams6240,2016-08-22,"Michael Moore&#39;s harassment of Charlton Heston is disgusting. Mr. Heston said he did not know about the shooting when he came there. How would Charlton know why there were more killing with guns in this country...if that is true? Where were the parents of the shooter children and why was a loaded gun left where a child could reach it? I think this borders on negligent parents .....not gun control. The same could be said for parents who leave matches around ....children could light it and start a fire. Leaving anything harmful where a child can reach it. Why are the guns not put under lock and key by the PARENTS. I do not leave harmful things around for my DOG to get into let alone a child. What about all the violence on TV which shows kids killing is ok, acceptable and the norm? Instead Mr. Moore chooses to badger an elderly man who was obviously not prepared to handle these questions and suffering from dementia. Mr. Heston was just defending the right of the individual to protect themselves RESPONSIBLY. Shame on you Michael Moore. Some day you will be old too and I hope someone harasses you the way you harassed Charlton Heston!",1
FD2x6-CF2h4,Ugzn97clhUqKItIa1SV4AaABAg,@truemaggotcoreyisgod,2008-04-06,Michael has some balls to go to Heston&#39;s house i love how nervous Heston is he don&#39;t know what to say he is a great actor no doubt but he has no feelings and not one bit of logic about the worlds history as you can tell,1
FD2x6-CF2h4,Ugg4epWtgbaVw3gCoAEC,@Phelan666,2014-09-13,7 million guns in 10 million homes? How does that work?,1
e1gWr7vjJF0,UgyvM1zA7aCZKdILTQ14AaABAg,@SweetlySammie,2010-08-20,"Lol, a teacher like him makes the educational atmostphere happy and energetic. He is hilarious.",1
e1gWr7vjJF0,Ugz6kN_BeZHXhSF1ybB4AaABAg,@BuffaloAly,2011-01-06,"awesome teacher, you&#39;re lucky to have an entertaining science teacher, don&#39;t call him a dumbass you&#39;ll remember this forever!!",1
e1gWr7vjJF0,Ugx1rx8PrugymXR_dCF4AaABAg,@babiegirl1987,2009-05-09,He&#39;s so funny... Good on him for making himself look like an idiot for you to learn! WOuld have been a fun class..,1
e1gWr7vjJF0,UgwF0mae6CmDGb4a-LZ4AaABAg,@ObiLuke,2011-07-18,"one word...legend...if that was my teacher back in school i&#39;d of learnt a lot more...but all i had was boring, shitty, stuck up toffs......bad times",1
e1gWr7vjJF0,UgxpupuzokCnO0vwZoh4AaABAg,@DESsid,2007-07-14,"This teacher is awesome, wish I had one like this back when I was in school.",1
e1gWr7vjJF0,Ugysn4XRZSvmWaLRrFR4AaABAg,@jordy65056,2013-06-13,you should appreciate a teacher like that,1
e1gWr7vjJF0,UgyeOS1SddEhrTZeNaB4AaABAg,@NegativeMass85,2008-01-26,"That teacher found a resourceful way to keep his students&#39; attention and the kids had a good laugh. Well done him! Just a pity that American students generally are so grievously disrespectful to their educators nowadays. The American education system is a laughingstock around the world -- and, embarrassingly, it&#39;s for good reason.",1
e1gWr7vjJF0,UgwlEIVpzzi5L68lP9t4AaABAg,@TheColaGoodfellow,2010-05-12,"You call him dumb, but you&#39;ll be probs be looking back at this video and remembering this stuff.",1
e1gWr7vjJF0,UgxJas5e4hzgCQhUG6Z4AaABAg,@heycristal,2009-06-05,the title of this video is mean he seems like a cool dude,1
e1gWr7vjJF0,UgwgmkYp87IVDy0AuJx4AaABAg,@RapIsDeadly,2010-06-03,You guys are learning shit and you don&#39;t even know it.   This is a good teacher eventhough you think he&#39;s a nerd.  Thank your lucky starts that you have a teacher that tries to making learning fun.,1
S1GPndcVJ4s,Ugw19HcsPkN8_rwftlJ4AaABAg,@suhayla11,2007-02-11,"On the whole spiritual point - my belief is, and i think i share this with pat(probably the only thing) -- is that god gives us freedom to make choices, but does not guarantee that we won&#39;t be punished/face consequences for them.  If god could just &#39;stop things from happening&#39; before they did, well then the world would be a whole lot better wouldn&#39;t it?
 but i think this depends on the whole perspective with which a person approaches it.",1
S1GPndcVJ4s,UgzcE-RFI1vYo23Cvah4AaABAg,@fulladoubt,2009-07-17,God didn&#39;t make robots. He gave us all free will. he gave And He gave us His Word to follow and obey. There are punishment for disobedience. Ariel Sharon disobeyed God and he got the punishment.,1
DSda-siyAiA,Ugy7__BUhz0KM3sYR-x4AaABAg,@callytimecat,2006-11-07,Nice one!,0
DSda-siyAiA,UgwMvN9Pj8bFA3FxukF4AaABAg,@Shibito85,2006-04-15,"Boombastic fantastic nigga man, way better than what i produced from that college.",0
WLlUfRuqWUI,Ugyz1Js9y1QL-i6gqMh4AaABAg,@formermountainboy19,2006-11-17,"Obsidean you got it exactly right. Who are we to tell the earth what to do, but that is exactly what we are doing. We are warming the climate at a rate far faster than nature could have.",0
WLlUfRuqWUI,UgzN23ukg3L7v4ls6IB4AaABAg,@Obsidean,2006-11-07,maybe the earth wants to go backwards?  Think about it.  Who are we to tell the earth what to do?,0
